category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Castanea mollissima,Chinese Chestnut,,Yellowstone National Park,222
Vascular Plant,Castanea mollissima,Chinese Chestnut,,Yosemite National Park,155
Vascular Plant,Castanea pumila,Allegheny Chinkapin,,Great Smoky Mountains National Park,42
Vascular Plant,Castanea pumila,Allegheny Chinkapin,,Yellowstone National Park,238
Vascular Plant,Castanea pumila,Allegheny Chinkapin,,Bryce National Park,70
Vascular Plant,Castanea pumila,Allegheny Chinkapin,,Yosemite National Park,136
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",,Bryce National Park,114
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",,Yellowstone National Park,208
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",,Yosemite National Park,206
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",,Great Smoky Mountains National Park,79
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,,Yellowstone National Park,257
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,,Yosemite National Park,176
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,,Great Smoky Mountains National Park,87
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,,Bryce National Park,85
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,,Great Smoky Mountains National Park,64
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,,Bryce National Park,84
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,,Yosemite National Park,145
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,,Yellowstone National Park,270
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,,Bryce National Park,88
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,,Great Smoky Mountains National Park,39
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,,Yellowstone National Park,280
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,,Yosemite National Park,136
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",,Bryce National Park,93
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",,Yellowstone National Park,234
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",,Yosemite National Park,152
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",,Great Smoky Mountains National Park,77
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",,Yellowstone National Park,269
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",,Great Smoky Mountains National Park,81
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",,Bryce National Park,111
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",,Yosemite National Park,156
Vascular Plant,Castilleja crista-galli,Mountainside Indian Paintbrush,,Yellowstone National Park,266
Vascular Plant,Castilleja crista-galli,Mountainside Indian Paintbrush,,Yosemite National Park,169
Vascular Plant,Castilleja crista-galli,Mountainside Indian Paintbrush,,Great Smoky Mountains National Park,84
Vascular Plant,Castilleja crista-galli,Mountainside Indian Paintbrush,,Bryce National Park,78
Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",,Bryce National Park,135
Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",,Yellowstone National Park,270
Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",,Yosemite National Park,135
Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",,Great Smoky Mountains National Park,135
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,,Great Smoky Mountains National Park,59
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,,Yellowstone National Park,222
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,,Yosemite National Park,171
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,,Bryce National Park,63
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",,Great Smoky Mountains National Park,75
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",,Bryce National Park,82
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",,Yellowstone National Park,236
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",,Yosemite National Park,139
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,,Yosemite National Park,132
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,,Yellowstone National Park,277
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,,Bryce National Park,87
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,,Great Smoky Mountains National Park,45
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,,Yellowstone National Park,230
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,,Bryce National Park,109
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,,Yosemite National Park,180
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,,Great Smoky Mountains National Park,59
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",,Great Smoky Mountains National Park,80
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",,Yosemite National Park,171
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",,Bryce National Park,118
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",,Yellowstone National Park,219
Vascular Plant,Castilleja linariifolia,"Wyoming Indian Paintbrush, Wyoming Paintbrush",,Yellowstone National Park,236
Vascular Plant,Castilleja linariifolia,"Wyoming Indian Paintbrush, Wyoming Paintbrush",,Great Smoky Mountains National Park,72
Vascular Plant,Castilleja linariifolia,"Wyoming Indian Paintbrush, Wyoming Paintbrush",,Yosemite National Park,129
Vascular Plant,Castilleja linariifolia,"Wyoming Indian Paintbrush, Wyoming Paintbrush",,Bryce National Park,120
Vascular Plant,Castilleja miniata,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",,Yellowstone National Park,317
Vascular Plant,Castilleja miniata,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",,Bryce National Park,88
Vascular Plant,Castilleja miniata,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",,Yosemite National Park,153
Vascular Plant,Castilleja miniata,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",,Great Smoky Mountains National Park,97
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,,Yosemite National Park,117
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,,Great Smoky Mountains National Park,77
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,,Yellowstone National Park,268
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,,Bryce National Park,86
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",,Bryce National Park,103
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",,Yosemite National Park,154
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",,Great Smoky Mountains National Park,93
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",,Yellowstone National Park,275
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",,Yellowstone National Park,220
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",,Yosemite National Park,121
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",,Great Smoky Mountains National Park,73
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",,Bryce National Park,103
Vascular Plant,Castilleja pallescens,"Pale Indian Paintbrush, Pale Paintbrush",,Yellowstone National Park,273
Vascular Plant,Castilleja pallescens,"Pale Indian Paintbrush, Pale Paintbrush",,Bryce National Park,78
Vascular Plant,Castilleja pallescens,"Pale Indian Paintbrush, Pale Paintbrush",,Great Smoky Mountains National Park,74
Vascular Plant,Castilleja pallescens,"Pale Indian Paintbrush, Pale Paintbrush",,Yosemite National Park,214
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,,Great Smoky Mountains National Park,93
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,,Yellowstone National Park,255
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,,Bryce National Park,141
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,,Yosemite National Park,136
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",,Great Smoky Mountains National Park,76
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",,Bryce National Park,104
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",,Yellowstone National Park,261
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",,Yosemite National Park,119
Vascular Plant,Castilleja pilosa var. longispica,Longspike Indian Paintbrush,,Yellowstone National Park,268
Vascular Plant,Castilleja pilosa var. longispica,Longspike Indian Paintbrush,,Bryce National Park,97
Vascular Plant,Castilleja pilosa var. longispica,Longspike Indian Paintbrush,,Great Smoky Mountains National Park,86
Vascular Plant,Castilleja pilosa var. longispica,Longspike Indian Paintbrush,,Yosemite National Park,161
Vascular Plant,Castilleja pulchella,Beautiful Indian Paintbrush,,Yellowstone National Park,247
Vascular Plant,Castilleja pulchella,Beautiful Indian Paintbrush,,Bryce National Park,110
Vascular Plant,Castilleja pulchella,Beautiful Indian Paintbrush,,Great Smoky Mountains National Park,33
Vascular Plant,Castilleja pulchella,Beautiful Indian Paintbrush,,Yosemite National Park,151
Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",,Yosemite National Park,137
Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",,Bryce National Park,101
Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",,Great Smoky Mountains National Park,99
Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",,Yellowstone National Park,251
Vascular Plant,Castilleja sulphurea,Sulphur Indian Paintbrush,Species of Concern,Bryce National Park,89
Vascular Plant,Castilleja sulphurea,Sulphur Indian Paintbrush,Species of Concern,Great Smoky Mountains National Park,60
Vascular Plant,Castilleja sulphurea,Sulphur Indian Paintbrush,Species of Concern,Yellowstone National Park,253
Vascular Plant,Castilleja sulphurea,Sulphur Indian Paintbrush,Species of Concern,Yosemite National Park,132
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",,Yellowstone National Park,234
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",,Yosemite National Park,190
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",,Bryce National Park,132
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",,Great Smoky Mountains National Park,48
Mammal,Castor canadensis,"American Beaver, Beaver",,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,"American Beaver, Beaver",,Great Smoky Mountains National Park,62
Mammal,Castor canadensis,"American Beaver, Beaver",,Yellowstone National Park,183
Mammal,Castor canadensis,"American Beaver, Beaver",,Bryce National Park,70
Mammal,Castor canadensis,"American Beaver, Beaver",,Yellowstone National Park,256
Mammal,Castor canadensis,"American Beaver, Beaver",,Yosemite National Park,149
Mammal,Castor canadensis,"American Beaver, Beaver",,Yellowstone National Park,264
Mammal,Castor canadensis,"American Beaver, Beaver",,Bryce National Park,105
Mammal,Castor canadensis,"American Beaver, Beaver",,Yosemite National Park,191
Mammal,Castor canadensis,"American Beaver, Beaver",,Bryce National Park,103
Mammal,Castor canadensis,"American Beaver, Beaver",,Great Smoky Mountains National Park,86
Mammal,Castor canadensis,"American Beaver, Beaver",,Yosemite National Park,161
Mammal,Castor canadensis,American Beaver,,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,American Beaver,,Great Smoky Mountains National Park,62
Mammal,Castor canadensis,American Beaver,,Yellowstone National Park,183
Mammal,Castor canadensis,American Beaver,,Bryce National Park,70
Mammal,Castor canadensis,American Beaver,,Yellowstone National Park,256
Mammal,Castor canadensis,American Beaver,,Yosemite National Park,149
Mammal,Castor canadensis,American Beaver,,Yellowstone National Park,264
Mammal,Castor canadensis,American Beaver,,Bryce National Park,105
Mammal,Castor canadensis,American Beaver,,Yosemite National Park,191
Mammal,Castor canadensis,American Beaver,,Bryce National Park,103
Mammal,Castor canadensis,American Beaver,,Great Smoky Mountains National Park,86
Mammal,Castor canadensis,American Beaver,,Yosemite National Park,161
Mammal,Castor canadensis,Beaver,,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,Beaver,,Great Smoky Mountains National Park,62
Mammal,Castor canadensis,Beaver,,Yellowstone National Park,183
Mammal,Castor canadensis,Beaver,,Bryce National Park,70
Mammal,Castor canadensis,Beaver,,Yellowstone National Park,256
Mammal,Castor canadensis,Beaver,,Yosemite National Park,149
Mammal,Castor canadensis,Beaver,,Yellowstone National Park,264
Mammal,Castor canadensis,Beaver,,Bryce National Park,105
Mammal,Castor canadensis,Beaver,,Yosemite National Park,191
Mammal,Castor canadensis,Beaver,,Bryce National Park,103
Mammal,Castor canadensis,Beaver,,Great Smoky Mountains National Park,86
Mammal,Castor canadensis,Beaver,,Yosemite National Park,161
Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",,Yellowstone National Park,267
Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",,Bryce National Park,95
Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",,Great Smoky Mountains National Park,88
Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",,Yosemite National Park,120
Vascular Plant,Catalpa bignonioides,Southern Catalpa,,Yosemite National Park,200
Vascular Plant,Catalpa bignonioides,Southern Catalpa,,Great Smoky Mountains National Park,85
Vascular Plant,Catalpa bignonioides,Southern Catalpa,,Bryce National Park,118
Vascular Plant,Catalpa bignonioides,Southern Catalpa,,Yellowstone National Park,249
Vascular Plant,Catalpa speciosa,Northern Catalpa,,Bryce National Park,128
Vascular Plant,Catalpa speciosa,Northern Catalpa,,Great Smoky Mountains National Park,88
Vascular Plant,Catalpa speciosa,Northern Catalpa,,Yosemite National Park,145
Vascular Plant,Catalpa speciosa,Northern Catalpa,,Yellowstone National Park,259
Bird,Cathartes aura,Turkey Vulture,Species of Concern,Great Smoky Mountains National Park,47
Bird,Cathartes aura,Turkey Vulture,Species of Concern,Yellowstone National Park,237
Bird,Cathartes aura,Turkey Vulture,Species of Concern,Yosemite National Park,115
Bird,Cathartes aura,Turkey Vulture,Species of Concern,Bryce National Park,49
Bird,Catharus fuscescens,Veery,,Yellowstone National Park,200
Bird,Catharus fuscescens,Veery,,Bryce National Park,119
Bird,Catharus fuscescens,Veery,,Yosemite National Park,170
Bird,Catharus fuscescens,Veery,,Great Smoky Mountains National Park,47
Bird,Catharus guttatus,Hermit Thrush,,Great Smoky Mountains National Park,62
Bird,Catharus guttatus,Hermit Thrush,,Bryce National Park,93
Bird,Catharus guttatus,Hermit Thrush,,Yellowstone National Park,267
Bird,Catharus guttatus,Hermit Thrush,,Yosemite National Park,109
Bird,Catharus minimus,Gray-Cheeked Thrush,,Yellowstone National Park,271
Bird,Catharus minimus,Gray-Cheeked Thrush,,Bryce National Park,125
Bird,Catharus minimus,Gray-Cheeked Thrush,,Yosemite National Park,128
Bird,Catharus minimus,Gray-Cheeked Thrush,,Great Smoky Mountains National Park,47
Bird,Catharus ustulatus,Swainson's Thrush,,Yosemite National Park,137
Bird,Catharus ustulatus,Swainson's Thrush,,Yellowstone National Park,246
Bird,Catharus ustulatus,Swainson's Thrush,,Bryce National Park,85
Bird,Catharus ustulatus,Swainson's Thrush,,Great Smoky Mountains National Park,61
Bird,Catherpes mexicanus,Canyon Wren,,Yosemite National Park,163
Bird,Catherpes mexicanus,Canyon Wren,,Bryce National Park,75
Bird,Catherpes mexicanus,Canyon Wren,,Yellowstone National Park,229
Bird,Catherpes mexicanus,Canyon Wren,,Great Smoky Mountains National Park,33
Bird,Catoptrophorus semipalmatus,Willet,,Bryce National Park,124
Bird,Catoptrophorus semipalmatus,Willet,,Yosemite National Park,163
Bird,Catoptrophorus semipalmatus,Willet,,Yellowstone National Park,230
Bird,Catoptrophorus semipalmatus,Willet,,Great Smoky Mountains National Park,77
Fish,Catostomus ardens,Utah Sucker,,Yosemite National Park,165
Fish,Catostomus ardens,Utah Sucker,,Yellowstone National Park,254
Fish,Catostomus ardens,Utah Sucker,,Great Smoky Mountains National Park,72
Fish,Catostomus ardens,Utah Sucker,,Bryce National Park,115
Fish,Catostomus catostomus,Longnose Sucker,,Great Smoky Mountains National Park,62
Fish,Catostomus catostomus,Longnose Sucker,,Bryce National Park,59
Fish,Catostomus catostomus,Longnose Sucker,,Yosemite National Park,151
Fish,Catostomus catostomus,Longnose Sucker,,Yellowstone National Park,260
Fish,Catostomus commersoni,White Sucker,,Yosemite National Park,134
Fish,Catostomus commersoni,White Sucker,,Great Smoky Mountains National Park,53
Fish,Catostomus commersoni,White Sucker,,Yellowstone National Park,262
Fish,Catostomus commersoni,White Sucker,,Bryce National Park,84
Fish,Catostomus occidentalis,Sacramento Sucker,,Great Smoky Mountains National Park,58
Fish,Catostomus occidentalis,Sacramento Sucker,,Yosemite National Park,180
Fish,Catostomus occidentalis,Sacramento Sucker,,Yellowstone National Park,275
Fish,Catostomus occidentalis,Sacramento Sucker,,Bryce National Park,99
Fish,Catostomus platyrhynchus,Mountain Sucker,,Bryce National Park,91
Fish,Catostomus platyrhynchus,Mountain Sucker,,Yosemite National Park,143
Fish,Catostomus platyrhynchus,Mountain Sucker,,Yellowstone National Park,259
Fish,Catostomus platyrhynchus,Mountain Sucker,,Great Smoky Mountains National Park,82
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,,Yellowstone National Park,256
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,,Bryce National Park,43
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,,Yosemite National Park,150
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,,Great Smoky Mountains National Park,130
Vascular Plant,Ceanothus americanus,New Jersey Tea,,Yosemite National Park,125
Vascular Plant,Ceanothus americanus,New Jersey Tea,,Yellowstone National Park,262
Vascular Plant,Ceanothus americanus,New Jersey Tea,,Bryce National Park,112
Vascular Plant,Ceanothus americanus,New Jersey Tea,,Great Smoky Mountains National Park,93
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,,Yosemite National Park,147
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,,Bryce National Park,121
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,,Great Smoky Mountains National Park,76
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,,Yellowstone National Park,249
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,,Great Smoky Mountains National Park,47
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,,Bryce National Park,107
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,,Yosemite National Park,131
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,,Yellowstone National Park,234
Vascular Plant,Ceanothus diversifolius,Pinemat,,Great Smoky Mountains National Park,93
Vascular Plant,Ceanothus diversifolius,Pinemat,,Bryce National Park,61
Vascular Plant,Ceanothus diversifolius,Pinemat,,Yellowstone National Park,258
Vascular Plant,Ceanothus diversifolius,Pinemat,,Yosemite National Park,160
Vascular Plant,Ceanothus fresnensis,Fresno Mat,,Great Smoky Mountains National Park,80
Vascular Plant,Ceanothus fresnensis,Fresno Mat,,Bryce National Park,97
Vascular Plant,Ceanothus fresnensis,Fresno Mat,,Yosemite National Park,140
Vascular Plant,Ceanothus fresnensis,Fresno Mat,,Yellowstone National Park,255
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",,Yellowstone National Park,266
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",,Yosemite National Park,164
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",,Bryce National Park,88
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",,Great Smoky Mountains National Park,55
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,,Yellowstone National Park,276
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,,Yosemite National Park,129
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,,Great Smoky Mountains National Park,43
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,,Bryce National Park,130
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,,Bryce National Park,114
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,,Great Smoky Mountains National Park,74
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,,Yosemite National Park,177
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,,Yellowstone National Park,228
Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,,Great Smoky Mountains National Park,67
Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,,Yosemite National Park,177
Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,,Yellowstone National Park,241
Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,,Bryce National Park,109
Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,,Great Smoky Mountains National Park,47
Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,,Yellowstone National Park,251
Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,,Bryce National Park,80
Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,,Yosemite National Park,178
Vascular Plant,Celastrus scandens,Climbing Bittersweet,,Great Smoky Mountains National Park,103
Vascular Plant,Celastrus scandens,Climbing Bittersweet,,Yosemite National Park,143
Vascular Plant,Celastrus scandens,Climbing Bittersweet,,Bryce National Park,121
Vascular Plant,Celastrus scandens,Climbing Bittersweet,,Yellowstone National Park,249
Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",,Great Smoky Mountains National Park,95
Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",,Yosemite National Park,163
Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",,Bryce National Park,81
Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",,Yellowstone National Park,270
Vascular Plant,Celtis occidentalis,Common Hackberry,,Yosemite National Park,114
Vascular Plant,Celtis occidentalis,Common Hackberry,,Bryce National Park,115
Vascular Plant,Celtis occidentalis,Common Hackberry,,Yellowstone National Park,257
Vascular Plant,Celtis occidentalis,Common Hackberry,,Great Smoky Mountains National Park,76
Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,,Yellowstone National Park,243
Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,,Yosemite National Park,192
Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,,Great Smoky Mountains National Park,76
Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,,Bryce National Park,109
Reptile,Cemophora coccinea copei,Northern Scarlet Snake,,Great Smoky Mountains National Park,66
Reptile,Cemophora coccinea copei,Northern Scarlet Snake,,Bryce National Park,121
Reptile,Cemophora coccinea copei,Northern Scarlet Snake,,Yellowstone National Park,250
Reptile,Cemophora coccinea copei,Northern Scarlet Snake,,Yosemite National Park,144
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,,Yosemite National Park,134
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,,Great Smoky Mountains National Park,60
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,,Bryce National Park,96
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,,Yellowstone National Park,279
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Yellowstone National Park,279
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Yosemite National Park,140
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Yellowstone National Park,260
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Great Smoky Mountains National Park,30
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Bryce National Park,89
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Bryce National Park,103
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Great Smoky Mountains National Park,72
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",,Yosemite National Park,178
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Yellowstone National Park,279
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Yosemite National Park,140
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Yellowstone National Park,260
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Great Smoky Mountains National Park,30
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Bryce National Park,89
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Bryce National Park,103
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Great Smoky Mountains National Park,72
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",,Yosemite National Park,178
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",,Yellowstone National Park,278
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",,Bryce National Park,108
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",,Yosemite National Park,141
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",,Great Smoky Mountains National Park,104
Vascular Plant,Centaurea maculosa,Spotted Knapweed,,Bryce National Park,77
